character	guide_name	KEGG_pathway	nt_1_merged	nt_2_merged	targeting_1_merged	targeting_2_merged
non-essential	clpBb2592_1709	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	438	494	87	148
non-essential	clpBb2592_1840	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	433	468	668	658
non-essential	clpBb2592_2308	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	588	632	158	235
non-essential	clpBb2592_2347	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	388	418	110	193
non-essential	pgeFb2593_412	K05810 yfiH; polyphenol oxidase [EC:1.10.3.-]	359	384	74	117
non-essential	pgeFb2593_609	K05810 yfiH; polyphenol oxidase [EC:1.10.3.-]	399	442	34	49
non-essential	pgeFb2593_697	K05810 yfiH; polyphenol oxidase [EC:1.10.3.-]	599	598	108	145
non-essential	rluDb2594_92	K06180 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	493	598	826	814
non-essential	rluDb2594_196	K06180 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	449	526	1	6
non-essential	rluDb2594_246	K06180 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	564	502	56	79
non-essential	rluDb2594_336	K06180 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	455	532	400	457
non-essential	rluDb2594_482	K06180 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	520	598	577	694
non-essential	rluDb2594_791	K06180 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	443	505	0	6
non-essential	rluDb2594_935	K06180 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	437	501	81	149
essential	bamDb2595_97	K05807 bamD; outer membrane protein assembly factor BamD	88	73	49	60
essential	bamDb2595_175	K05807 bamD; outer membrane protein assembly factor BamD	302	333	107	124
essential	bamDb2595_269	K05807 bamD; outer membrane protein assembly factor BamD	528	580	625	690
essential	bamDb2595_415	K05807 bamD; outer membrane protein assembly factor BamD	536	583	339	371
essential	bamDb2595_506	K05807 bamD; outer membrane protein assembly factor BamD	482	512	12	17
essential	bamDb2595_580	K05807 bamD; outer membrane protein assembly factor BamD	379	409	494	476
non-essential	raiAb2597_111	K05809 raiA; ribosome-associated inhibitor A	571	646	952	1049
non-essential	raiAb2597_218	K05809 raiA; ribosome-associated inhibitor A	370	376	33	51
non-essential	pheAb2599_116	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	523	600	829	820
non-essential	pheAb2599_230	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	441	517	651	725
non-essential	pheAb2599_321	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	449	508	475	538
non-essential	pheAb2599_467	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	510	582	485	599
non-essential	pheAb2599_569	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	471	511	176	220
non-essential	pheAb2599_656	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	452	535	497	501
non-essential	pheAb2599_798	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	397	417	675	617
non-essential	pheAb2599_851	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	443	454	639	653
non-essential	pheAb2599_1038	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	598	683	729	800
non-essential	pheAb2599_1126	K14170 pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	467	480	619	640
non-essential	tyrAb2600_41	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	523	526	324	482
non-essential	tyrAb2600_216	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	467	508	76	118
non-essential	tyrAb2600_322	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	569	621	576	649
non-essential	tyrAb2600_443	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	588	617	97	159
non-essential	tyrAb2600_497	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	510	553	561	693
non-essential	tyrAb2600_625	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	497	522	41	55
non-essential	tyrAb2600_733	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	596	628	600	693
non-essential	tyrAb2600_878	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	441	436	555	692
non-essential	tyrAb2600_944	K14187 tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	435	535	487	557
non-essential	aroFb2601_5	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	621	699	30	54
non-essential	aroFb2601_165	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	576	621	341	442
non-essential	aroFb2601_260	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	467	498	252	292
non-essential	aroFb2601_375	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	464	447	559	633
non-essential	aroFb2601_484	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	521	566	521	605
non-essential	aroFb2601_571	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	599	653	878	908
non-essential	aroFb2601_809	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	514	618	120	161
non-essential	aroFb2601_871	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	523	613	97	145
non-essential	aroFb2601_1009	K01626 E2.5.1.54; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	529	533	555	605
non-essential	yfiLb2602_47	nan	421	444	491	545
non-essential	yfiLb2602_229	nan	340	363	511	501
non-essential	yfiLb2602_282	nan	635	628	1012	896
non-essential	yfiRb2603_7	nan	492	562	2	4
non-essential	yfiRb2603_163	nan	204	266	7	22
non-essential	yfiRb2603_407	nan	622	597	75	147
non-essential	yfiRb2603_475	nan	600	569	44	84
non-essential	dgcNb2604_120	nan	463	542	609	747
non-essential	dgcNb2604_265	nan	605	617	846	973
non-essential	dgcNb2604_446	nan	481	518	519	583
non-essential	dgcNb2604_494	nan	604	633	910	871
non-essential	dgcNb2604_642	nan	425	454	461	585
non-essential	dgcNb2604_838	nan	378	471	256	375
non-essential	dgcNb2604_905	nan	450	488	434	475
non-essential	dgcNb2604_996	nan	426	431	456	568
non-essential	yfiBb2605_96	nan	237	235	339	329
non-essential	yfiBb2605_141	nan	546	584	282	378
non-essential	yfiBb2605_280	nan	647	652	306	370
non-essential	yfiBb2605_370	nan	595	636	546	647
essential	rplSb2606_14	K02884 RP-L19; large subunit ribosomal protein L19	460	535	28	49
essential	rplSb2606_164	K02884 RP-L19; large subunit ribosomal protein L19	586	659	0	3
essential	rplSb2606_253	K02884 RP-L19; large subunit ribosomal protein L19	8	9	0	2
essential	trmDb2607_17	K00554 trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	567	552	5	12
essential	trmDb2607_232	K00554 trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	597	598	1	4
essential	trmDb2607_540	K00554 trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	489	514	267	334
essential	trmDb2607_735	K00554 trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	672	714	2	3
non-essential	rimMb2608_71	K02860 rimM; 16S rRNA processing protein RimM	513	558	119	152
non-essential	rimMb2608_250	K02860 rimM; 16S rRNA processing protein RimM	498	498	21	39
non-essential	rimMb2608_422	K02860 rimM; 16S rRNA processing protein RimM	633	640	4	7
non-essential	rimMb2608_476	K02860 rimM; 16S rRNA processing protein RimM	666	717	5	5
essential	rpsPb2609_0	K02959 RP-S16; small subunit ribosomal protein S16	244	280	0	2
essential	ffhb2610_160	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	389	347	64	87
essential	ffhb2610_347	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	486	530	24	50
essential	ffhb2610_526	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	551	576	3	10
essential	ffhb2610_633	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	442	504	134	193
essential	ffhb2610_783	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	316	347	99	170
essential	ffhb2610_923	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	474	517	95	129
essential	ffhb2610_1084	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	542	598	1	11
essential	ffhb2610_1152	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	587	636	583	604
essential	ffhb2610_1259	K03106 SRP54; signal recognition particle subunit SRP54 [EC:3.6.5.4]	616	706	107	185
non-essential	ypjDb2611_9	nan	365	390	357	462
non-essential	ypjDb2611_196	nan	515	528	137	208
non-essential	ypjDb2611_275	nan	524	521	40	79
non-essential	ypjDb2611_371	nan	387	381	334	437
non-essential	ypjDb2611_483	nan	616	620	64	127
non-essential	ypjDb2611_574	nan	21	20	12	25
non-essential	ypjDb2611_635	nan	393	397	593	632
non-essential	ypjDb2611_715	nan	421	461	644	618
non-essential	yfjDb4461_242	nan	448	527	151	285
non-essential	yfjDb4461_312	nan	213	266	195	286
non-essential	yfjDb4461_407	nan	467	415	519	647
non-essential	yfjDb4461_535	nan	291	391	127	141
non-essential	yfjDb4461_668	nan	16	12	23	16
non-essential	yfjDb4461_900	nan	579	589	864	905
non-essential	yfjDb4461_1128	nan	532	550	19	50
non-essential	yfjDb4461_1211	nan	552	594	697	737
essential	grpEb2614_41	K03687 GRPE; molecular chaperone GrpE	406	401	15	20
essential	grpEb2614_184	K03687 GRPE; molecular chaperone GrpE	610	591	86	125
essential	grpEb2614_266	K03687 GRPE; molecular chaperone GrpE	463	549	321	484
essential	grpEb2614_317	K03687 GRPE; molecular chaperone GrpE	358	374	347	440
essential	grpEb2614_509	K03687 GRPE; molecular chaperone GrpE	446	486	2	11
essential	nadKb2615_60	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	614	644	865	872
essential	nadKb2615_138	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	347	405	135	154
essential	nadKb2615_244	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	516	491	347	430
essential	nadKb2615_388	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	610	623	577	617
essential	nadKb2615_463	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	457	509	774	737
essential	nadKb2615_518	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	332	353	25	33
essential	nadKb2615_617	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	308	373	95	128
essential	nadKb2615_782	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]	462	528	483	473
non-essential	recNb2616_30	K03631 recN; DNA repair protein RecN (Recombination protein N)	445	493	493	636
non-essential	recNb2616_313	K03631 recN; DNA repair protein RecN (Recombination protein N)	428	450	321	384
non-essential	recNb2616_376	K03631 recN; DNA repair protein RecN (Recombination protein N)	487	521	359	434
non-essential	recNb2616_615	K03631 recN; DNA repair protein RecN (Recombination protein N)	438	506	4	12
non-essential	recNb2616_734	K03631 recN; DNA repair protein RecN (Recombination protein N)	406	516	391	458
non-essential	recNb2616_888	K03631 recN; DNA repair protein RecN (Recombination protein N)	553	552	172	204
non-essential	recNb2616_1051	K03631 recN; DNA repair protein RecN (Recombination protein N)	611	592	124	181
non-essential	recNb2616_1171	K03631 recN; DNA repair protein RecN (Recombination protein N)	357	411	315	318
non-essential	recNb2616_1434	K03631 recN; DNA repair protein RecN (Recombination protein N)	560	627	385	395
non-essential	recNb2616_1611	K03631 recN; DNA repair protein RecN (Recombination protein N)	580	633	593	637
non-essential	bamEb2617_198	K06186 bamE; outer membrane protein assembly factor BamE	515	548	67	79
non-essential	bamEb2617_286	K06186 bamE; outer membrane protein assembly factor BamE	365	437	10	22
non-essential	yfjFb2618_112	K09801 K09801; uncharacterized protein	408	435	10	45
non-essential	ratAb2619_26	nan	473	470	0	1
non-essential	ratAb2619_282	nan	431	430	418	519
non-essential	ratAb2619_423	nan	395	426	518	598
non-essential	smpBb2620_147	K03664 smpB; SsrA-binding protein	519	517	137	167
non-essential	smpBb2620_370	K03664 smpB; SsrA-binding protein	497	548	86	146
non-essential	smpBb2620_436	K03664 smpB; SsrA-binding protein	499	541	411	489
non-essential	intAb2622_89	nan	527	562	510	563
non-essential	intAb2622_223	nan	350	336	322	461
non-essential	intAb2622_269	nan	491	560	603	694
non-essential	intAb2622_446	nan	466	457	461	506
non-essential	intAb2622_595	nan	680	751	20	39
non-essential	intAb2622_686	nan	691	650	293	364
non-essential	intAb2622_779	nan	643	616	422	435
non-essential	intAb2622_940	nan	714	746	54	97
non-essential	intAb2622_1123	nan	459	484	498	581
non-essential	intAb2622_1172	nan	631	644	791	764
non-essential	yfjHb2623_105	nan	269	282	382	535
non-essential	yfjHb2623_140	nan	615	706	1041	1048
non-essential	yfjHb2623_315	nan	383	433	662	624
non-essential	yfjHb2623_529	nan	533	561	846	844
non-essential	yfjHb2623_614	nan	548	633	852	773
non-essential	yfjHb2623_665	nan	375	397	665	650
non-essential	yfjHb2623_834	nan	475	534	667	729
non-essential	alpAb2624_4	K07733 alpA; prophage regulatory protein	629	655	1071	993
non-essential	alpAb2624_171	K07733 alpA; prophage regulatory protein	459	552	774	809
non-essential	yfjIb2625_138	nan	541	594	998	1012
non-essential	yfjIb2625_170	nan	554	592	965	925
non-essential	yfjIb2625_380	nan	569	637	993	982
non-essential	yfjIb2625_560	nan	369	365	594	556
non-essential	yfjIb2625_639	nan	570	576	950	902
non-essential	yfjIb2625_840	nan	409	439	685	685
non-essential	yfjIb2625_962	nan	572	626	611	742
non-essential	yfjIb2625_1109	nan	569	577	829	943
non-essential	yfjIb2625_1281	nan	311	346	600	523
non-essential	yfjJb2626_57	nan	574	528	759	881
non-essential	yfjJb2626_179	nan	501	543	994	880
non-essential	yfjJb2626_277	nan	419	459	780	674
non-essential	yfjJb2626_320	nan	335	354	572	538
non-essential	yfjJb2626_512	nan	486	570	729	769
non-essential	abpBb2627_55	nan	491	530	624	648
non-essential	abpBb2627_318	nan	565	584	246	331
non-essential	abpBb2627_536	nan	489	572	665	728
non-essential	abpBb2627_793	nan	351	392	28	30
non-essential	abpBb2627_921	nan	460	439	321	371
non-essential	abpBb2627_1193	nan	599	723	762	843
non-essential	abpBb2627_1461	nan	119	132	151	213
non-essential	abpBb2627_1720	nan	485	476	516	652
non-essential	abpBb2627_1931	nan	426	437	208	311
non-essential	abpBb2627_2146	nan	277	324	243	354
non-essential	abpAb2628_35	nan	378	380	166	302
non-essential	abpAb2628_196	nan	560	586	115	232
non-essential	abpAb2628_452	nan	629	677	260	390
non-essential	abpAb2628_645	nan	606	650	159	259
non-essential	abpAb2628_736	nan	750	723	1199	1167
non-essential	abpAb2628_854	nan	622	649	28	68
non-essential	abpAb2628_1122	nan	520	591	47	78
non-essential	abpAb2628_1256	nan	498	500	72	121
non-essential	abpAb2628_1332	nan	475	514	605	732
non-essential	abpAb2628_1584	nan	487	566	58	125
non-essential	yfjMb2629_53	nan	518	544	253	354
non-essential	yfjMb2629_137	nan	421	447	681	733
non-essential	rnlAb2630_93	nan	530	532	780	846
non-essential	rnlAb2630_211	nan	356	378	282	340
non-essential	rnlAb2630_303	nan	369	373	328	441
non-essential	rnlAb2630_340	nan	568	588	111	217
non-essential	rnlAb2630_498	nan	599	668	297	403
non-essential	rnlAb2630_588	nan	324	330	266	378
non-essential	rnlAb2630_699	nan	445	447	725	737
non-essential	rnlAb2630_902	nan	662	704	7	10
non-essential	rnlAb2630_1033	nan	520	543	403	486
non-essential	rnlBb2631_237	nan	483	517	177	259
non-essential	rnlBb2631_289	nan	456	467	226	353
non-essential	yfjPb2632_50	K06946 K06946; uncharacterized protein	348	382	530	544
non-essential	yfjPb2632_191	K06946 K06946; uncharacterized protein	577	580	941	883
non-essential	yfjPb2632_238	K06946 K06946; uncharacterized protein	436	511	230	275
non-essential	yfjPb2632_346	K06946 K06946; uncharacterized protein	472	522	736	732
non-essential	yfjPb2632_423	K06946 K06946; uncharacterized protein	547	569	901	816
non-essential	yfjPb2632_507	K06946 K06946; uncharacterized protein	556	583	843	984
non-essential	yfjPb2632_661	K06946 K06946; uncharacterized protein	599	685	1003	1015
non-essential	yfjPb2632_748	K06946 K06946; uncharacterized protein	468	520	665	676
non-essential	yfjPb2632_800	K06946 K06946; uncharacterized protein	519	545	891	803
non-essential	yfjQb2633_31	nan	440	492	751	759
non-essential	yfjQb2633_190	nan	454	450	719	771
non-essential	yfjQb2633_298	nan	395	442	705	603
non-essential	yfjQb2633_482	nan	350	441	583	588
non-essential	yfjQb2633_675	nan	426	461	758	707
non-essential	yfjQb2633_758	nan	496	555	748	795
non-essential	yfjRb2634_137	nan	523	523	537	542
non-essential	yfjRb2634_213	nan	442	469	638	586
non-essential	yfjRb2634_365	nan	426	501	697	724
non-essential	yfjRb2634_521	nan	516	523	538	565
non-essential	yfjRb2634_642	nan	468	488	553	618
non-essential	ypjKb2635_2	nan	462	492	749	868
non-essential	ypjKb2635_185	nan	339	383	613	536
non-essential	yfjSb2636_68	nan	600	619	958	919
non-essential	yfjSb2636_151	nan	421	528	715	816
non-essential	yfjSb2636_291	nan	389	368	629	573
non-essential	yfjSb2636_367	nan	466	543	783	805
non-essential	yfjTb2637_98	nan	587	633	867	914
non-essential	yfjTb2637_218	nan	606	641	968	983
non-essential	yfjTb2637_327	nan	422	455	566	529
non-essential	yfjTb2637_385	nan	371	367	645	535
non-essential	yfjUb2638_0	K00537 arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]	306	334	216	281
non-essential	yfjUb2638_206	K00537 arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]	558	623	975	933
non-essential	yfjWb2642_105	nan	333	299	258	273
non-essential	yfjWb2642_201	nan	408	421	663	676
non-essential	yfjWb2642_600	nan	590	586	935	998
non-essential	yfjWb2642_753	nan	12	6	0	4
non-essential	yfjWb2642_996	nan	409	453	636	702
non-essential	yfjWb2642_1107	nan	505	504	593	640
non-essential	yfjWb2642_1276	nan	558	607	738	788
non-essential	yfjWb2642_1402	nan	532	562	580	681
non-essential	yfjXb2643_34	nan	464	504	815	763
non-essential	yfjXb2643_229	nan	480	566	885	831
non-essential	yfjXb2643_273	nan	555	534	842	837
non-essential	yfjXb2643_366	nan	528	552	1027	916
non-essential	yfjYb2644_170	K03630 radC; DNA repair protein RadC	268	311	584	478
non-essential	yfjYb2644_225	K03630 radC; DNA repair protein RadC	464	493	766	739
non-essential	yfjYb2644_429	K03630 radC; DNA repair protein RadC	403	399	541	619
non-essential	ypjJb4548_2	nan	407	480	704	753
non-essential	yfjZb2645_274	K18838 cbeA; cytoskeleton bundling-enhancing protein CbeA and related proteins	332	360	522	577
non-essential	ypjFb2646_91	K18837 cbtA; cytoskeleton-binding toxin CbtA and related proteins	617	663	617	660
non-essential	ypjFb2646_186	K18837 cbtA; cytoskeleton-binding toxin CbtA and related proteins	401	428	664	643
non-essential	ypjFb2646_240	K18837 cbtA; cytoskeleton-binding toxin CbtA and related proteins	385	386	610	530
non-essential	ypjAb2647_354	nan	653	677	1121	1118
non-essential	ypjAb2647_585	nan	485	522	876	801
non-essential	ypjAb2647_980	nan	620	633	1054	1080
non-essential	ypjAb2647_1797	nan	565	583	887	859
